,Timestep,tasmax_NorESM1-M_r1i1p1_rcp85_2006_2099_CONUS,tasmax_NorESM1-M_r1i1p1_rcp85_2006_2099_CONUSVAR,tasmax_NorESM1-M_r1i1p1_rcp85_2006_2099_CONUSSTD
25110,2074-10-02,28.828359603881836,5.719893932342529,2.391629934310913
25111,2074-10-03,28.74923324584961,4.8424577713012695,2.2005584239959717
25112,2074-10-04,27.12293815612793,5.571256160736084,2.3603508472442627
25113,2074-10-05,23.33563232421875,7.089820861816406,2.6626718044281006
25114,2074-10-06,22.759876251220703,5.458077907562256,2.3362529277801514
25115,2074-10-07,20.771989822387695,3.861586570739746,1.9650919437408447
25116,2074-10-08,25.522687911987305,3.1577610969543457,1.7770090103149414
25117,2074-10-09,27.18665885925293,2.524317741394043,1.5888102054595947
25118,2074-10-10,27.550214767456055,2.8698935508728027,1.6940760612487793
25119,2074-10-11,26.929141998291016,2.7370834350585938,1.6544133424758911
25120,2074-10-12,25.83247184753418,2.6985769271850586,1.6427346467971802
25121,2074-10-13,26.37334632873535,3.526064872741699,1.877781867980957
25122,2074-10-14,27.44622230529785,2.8592350482940674,1.690927267074585
25123,2074-10-15,26.10881996154785,2.319525957107544,1.5229990482330322
25124,2074-10-16,23.602357864379883,2.317331314086914,1.5222783088684082
25125,2074-10-17,21.121543884277344,1.806727647781372,1.344145655632019
25126,2074-10-18,19.697193145751953,1.6451804637908936,1.2826459407806396
25127,2074-10-19,19.55940055847168,9.312807083129883,3.0516891479492188
25128,2074-10-20,21.770526885986328,4.045649528503418,2.0113799571990967
25129,2074-10-21,21.865142822265625,2.5897157192230225,1.6092593669891357
25130,2074-10-22,24.925134658813477,3.514352798461914,1.8746607303619385
25131,2074-10-23,26.161544799804688,3.088491916656494,1.7574105262756348
25132,2074-10-24,25.007566452026367,4.8077616691589355,2.1926608085632324
25133,2074-10-25,22.348506927490234,2.810509204864502,1.6764572858810425
25134,2074-10-26,20.285320281982422,2.5090298652648926,1.5839917659759521
25135,2074-10-27,23.986068725585938,2.922635555267334,1.7095717191696167
25136,2074-10-28,23.264766693115234,3.4159812927246094,1.84823739528656
25137,2074-10-29,22.45589256286621,3.4550113677978516,1.8587660789489746
25138,2074-10-30,15.57657241821289,2.9785516262054443,1.7258480787277222
25139,2074-10-31,19.410701751708984,2.9310085773468018,1.7120188474655151
25140,2074-11-01,12.86580753326416,8.902665138244629,2.9837334156036377
25141,2074-11-02,16.304771423339844,3.5603086948394775,1.8868780136108398
